id	text
80176	女性声音：“那么我们进入正题——为了度过末世，接下来您将进入长达50年的休眠状态。在此期间，人形守卫会全力保障人类安全，对地表环境以及生物圈工程进行持续性检测，并完成人类家园的重建工作。” 
80177	女性声音：“您苏醒后，将迎接一个适宜人类生存居住的地球，此外您的权限等级也不会受到休眠的影响。” 
80178	女性声音：“现在，我们开始关闭救生舱。请尽量放松，保持心情愉悦……对，放松……基地留有一定数量的休眠人形，您苏醒时可激活人形协助您离开基地……长官再见。” 
80179	321000000
80180	12332123
80181	333333
80182	222222
80183	111111
80184	123123
80185	123
80186	111
80187	321
80188	333
80189	222
80190	22世纪初，人工智能为代表的科技高度发达，然而科技无法阻止环境恶化与资源紧缺。随着水平面不断上升，全球绝大多数地表被水面所覆盖，人类居住地不断向上开拓。/n人类纷争不断，贫富两极分化极端严重。/n与此同时，“人类权限等级”制度在全球范围内建立。 
80191	2125年，人类纷争加剧，世界范围内爆发战争。/n2127年，全面的核战争爆发。巨大的能量引发地壳发生大规模变动，海平面迅速上升。地球生态坏境骤变，各国联络艰难，逐渐陷入孤立状态。 人类在地面上的生存进入倒计时……  
80192	2130年，无力再战的各国尽力联络达成协议，在世界各地建造人类火种保存处。并启动“人类守卫者”项目，大批量命名为“T105型”的仿生机器人被制造出来，作为人类守卫。/n同年，人类分批进入休眠。 
80193	系统语言：“完成指引任务的T105组人形请到出口集合。” 
80194	22世纪初，人工智能为代表的科技高度发达，然而科技无法阻止环境恶化与资源紧缺。随着水平面不断上升，全球绝大多数地表被水面所覆盖，人类居住地不断向上开拓。\n人类纷争不断，贫富两极分化极端严重。\n与此同时，“人类权限等级”制度在全球范围内建立。 
80195	2125年，人类纷争加剧，世界范围内爆发战争。\n2127年，全面的核战争爆发。巨大的能量引发地壳发生大规模变动，海平面迅速上升。地球生态坏境骤变，各国联络艰难，逐渐陷入孤立状态。 人类在地面上的生存进入倒计时……  
80196	2130年，无力再战的各国尽力联络达成协议，在世界各地建造人类火种保存处。并启动“人类守卫者”项目，大批量命名为“T105型”的仿生机器人被制造出来，作为人类守卫。\n同年，人类分批进入休眠。 
80197	【第十五任務部隊臨時基地】 
80198	2181年，距离第一批人类觉醒已经过去一年。大概所有人类都没有想到，醒来会面临这样的局面。 
80199	【很难用言语形容我此刻的感觉。“不过……也许不算太坏。”我心里竟然这样想。】 
80200	換気システムは少し乾いた空気を送り、若干の鉄錆の匂いと混ざり合い私の肺へと入り込んだ。
80201	軍靴は金属製の地面と衝突し、重苦しい音を響かせている。
80202	歩き続け数分後、ナビゲートシステムによる案内で指揮室のドアの前へたどり着いた。
80203	【第十五特遣舰队临时基地指挥室。】
80204	指揮室に入ると、目の前に金色の髪を結んだ、幼い顔立ちの少女が立っていた。どうやら少し緊張しているように見える。
80205	指挥官，跟随您的三艘避难所“初始人形”已被送去更新数据。 
80206	再次欢迎来到“新生卫士”第十五特遣舰队临时基地！我是玛希•戴维斯少尉，现在是这座基地的联络官，和您一样是个人类。 
80207	【新生……卫士？】 
80208	对人形来说，50年的时间空白只要更新数据就可以，而我们人类却没这么容易。 
80209	相信您来的路上也看到了…… 
80210	【袭击者？】 
80211	是，她们是原“人形守卫者”的一部分。我注意到您的权限等级是“军官级”，原军部中校。关于“人形守卫者计划”，相信您知道的也不少。 
80212	显然这个计划出了问题。原本一部分“守卫”开始攻击人类。实际上……我们现在也正在遭受对方攻击。很遗憾地，虽然这座基地暂时安全，但也正处在敌人的重重围困之中。 
80213	对方每隔三小时会进行一轮攻击，前不久我们刚刚打退一批敌人，却不幸和直接指挥的上级指挥官失去了联络…… 
80214	【为什么守卫会攻击人类，那“卫士”的忠诚……】 
80215	目前还不清楚原因，恐怕…… 
80216	因为那些“叛徒”已经不是守卫者了。 
80217	哇！犬？吓我一跳，你什么时候来的？ 
80218	今来た所だ。すまない、驚かせたか。
80219	长官无需担心“新生卫士”的忠诚，我们和那些“叛徒”并不一样。准确说，我们依然受“守卫核心原则”约束，是不可能伤害人类的。 
80220	况且，我们每次行动回来都会接受“校对测试”。一旦发生问题，您可以立刻将我们销毁，“重造”也很方便，只要您的“许可证”足够充足。 
80221	犬… 
80222	軍による声明では「回収」、一言で言えば私たちは量産された機械だ。
80223	犬！！ 
80224	如果你要把我们之间的关系定义为如此的话，上级也不会禁止你出战。 
80225	抱歉指挥官，给您介绍一下。犬，高级人形卫士，特遣队的卫士队长。由于特殊原因，目前任我们的“行动参谋”，不执行外勤任务……让我们回到原来的话题吧。 
80226	一年前，刚好是第一批休眠中的人类开始苏醒的时候，发生了“命运的一颗”事件，那些家伙不知道为什么，突然背叛了守卫人类的使命。 
80227	根据监控和数据还原，当时所有的守卫人形停止行动长达15分钟。 紧接着，她们便开始四处袭击，并迅速占领各种重要设施和高新战舰，甚至抢占了原守卫者的“主服务器”。掌握了大量原本我们共同拥有的科技、数据和设施，成立“方舟部队”。 
80228	而缺乏支持被迫收缩防卫的我们，则重新整编成了现在的新生卫士，通称卫士……比如现在我们卫士所链接驾驶的战舰，实际上是22世纪前的“古舰”改造而成，高新战舰全部被那群叛徒所…… 
80229	22世纪初，人工智能为代表的科技高度发达，然而科技无法阻止环境恶化与资源紧缺。随着水平面不断上升，全球绝大多数地表被水面所覆盖，人类居住地不断向上开拓。\n人类纷争不断，贫富两极分化极端严重。\\n与此同时，“人类权限等级”制度在全球范围内建立。 
80230	一年前，刚好是第一批休眠中的人类开始苏醒的时候，发生了“命运的一刻”事件，那些家伙不知道为什么，突然背叛了守卫人类的使命。 
80231	【指挥台的位置传来了嘀嘀声。】 
80232	犬看着似乎是陷入回忆的玛希。玛希是一年前第一批苏醒的人类，那时她遭遇的情况也许更要措手不及。也不怪人类如此敏感…… 
80233	话说玛希，那个不用管吗？ 
80234	恩？有情况！外围警戒系统报警了！ 
80235	因为大多数的设施资源都被方舟部队占据，我们重新整编之后的作战行动并不顺利，包括这次对于“12号避难所”的救援行动。总部派遣了三个特遣队来执行任务，但我们刚一进入这片海域，就遭到了方舟的攻击。 
80236	【你刚才说的……】 
80237	……什么？
80238	【关于“回收”与“重造。”】 
80239	这个您不会不知道吧……不过理论上是那样没错，但因为与“主服务器”断开，我们无法把程序和数据同步到云端，重造后您只会得到一个“恢复出厂值”的新机器。“死亡”对于新生卫士是真正意义的消失，再造的人形便是一个全新的存在。 
80240	【……】 
80241	算了，去看看玛希那边吧。 
80242	マーシー、どうだった？
80243	不好。负责外围警戒的无人机探测到了较高强度的共振反应，敌我识别无应答。方舟部队又来袭击了！ 
80244	还没到三小时为什么突然攻击？我们和黛安长官的联络还没有恢复……”  
80245	玛希！ 
80246	恩，长官，情况紧急。我们迫切需要一名优秀的指挥官带领我们抵抗住袭击…… 
80247	我们统计了所有人类幸存者，系统筛选的结果表示您是目前最合适的人选。尤其是您在“世界大战中”的突出表现，无论是操作还是指挥能力，相信您都能够胜任。 
80248	按道理作为常规袭击，用不着这么鱼死网破，对方舰体已经受损为什么还不撤退呢？ 
80249	也许塔利亚小姐有不能撤退的理由。 
80250	这么一想，塔利亚亲好厉害！只身一人带着一支无人舰队来攻击我们，并且造成了不小的危机。 
80251	……你们两个这是在给敌人点赞吗？ 
80252	有没有在战场上的自觉？注意攻击！ 
80253	这次算我轻敌，但是别以为这就算完了。你们会死我可不会……这笔账以后我会来算的！ 
80254	一群批量生产的杂碎，还真当自己有什么崇高使命感了。不开化的工具！ 
80255	【第十五任務部隊臨時基地指揮室】 
80256	太好了，指挥官！没想到能这么快结束战斗，指挥官比我想的还要厉害呢！ 
80257	诶~就只夸指挥官吗？也夸夸我们啦，明明那么努力的说~ 
80258	嗯，也多亏了卫士的大家。小库欣还真是活泼呢，希望你们能在接下来的日子，也依然热情四射。这次行动……并不容易。 
80259	只有她一个人热情四射。 
80260	哈哈，我们会加油的！是不是马汉！ 
80261	はい。私もみなさんを守るため、頑張ります。
80262	探测到有一支方舟部队进入了我们的外围警戒区，速度很快！就反应强度来看，很可能是没有搭载人形的无人侦察单位。 
80263	明明刚刚才吃了败仗，却还是这么耿直地冲过来…… 
80264	又或者……她们根本没想着回收这些侦查单位。 
80265	嗯？这是什么意思呀？ 
80266	反正不能放任她们冲到基地，我们该出发了。 
80267	敌人也许是想要用无人单位进行一次自杀式的侦察，来试探我们的虚实。 
80268	要是轻易被她们得逞，我们会很被动…… 
80269	指挥官，是否立刻指挥截击行动？ 
80270	犬看着似乎是陷入回忆的玛希。玛希是一年前第一批苏醒的人类，那时她遭遇的情况更要措手不及。她皱了皱眉…… 
80271	恩？ 
80272	是外围警戒系统！我去看看。 
80273	【轰——】 
80274	海面上带着炽焰的炮火从巨大的战舰上飞过来。 
80275	やぁ。雑魚は雑魚なりに随分と臨機応変に動いたようだね。こんなに早く新しい指揮官を連れて来るなんて。
80276	还以为你们会乖乖停在港口任我们打呢~ 
80277	果然是你们捣的鬼。话说五十年不见，现在人形的素质都这么差了？张口闭口“杂碎”是从哪个世界学来的习惯。 
80278	………………
80279	新面孔？！ 
80280	……你是避难所里新激活的人形！你护送的人类死了没？ 
80281	该死，暗影这家伙，居然让“高权限”人类逃出来了！ 
80282	看来不能轻易放过你们了，去死吧杂碎。 
80283	别跟这些叛徒废话！ 
80284	哈，叛徒？你说谁呢！我说你们才最奇怪吧，命令都变了还一门心思保护这些人类垃圾。 
80285	不知道你们执行的是哪门子命令，我只知道对守卫者全体而言，最高优先级的命令是守卫人类，这也是我自身意志的选择。 
80286	呵~“守卫者”已经过时了。“方舟行动”才是这个世界最后的希望。 
80287	……再说了，你这种还受着基本法则约束的人形有什么“自由意志”……自由人不做，要做条狗。那么忠诚，就沉下海底给你的主人陪葬吧！ 
80288	全舰共振引擎战备，装定射击诸元！塔利亚，该沉底的，是你！ 
80289	你们也就配做一群批量生产的杂碎，还真当自己有什么崇高使命感了。不开化的工具！ 
80290	没想到能这么快结束战斗，指挥官比我想的还要厉害呢！ 
80291	真羡慕您第一次就能够做到如此沉着冷静，果然是系统的最佳人选。 
80292	似乎被库欣所感染，玛希也跟着露出一个极温柔的微笑。只是眼睛里越隐隐带着悲伤和一些别的东西。 
80293	【玛希，你为什么不指挥战斗呢？依你的权限，应该也可以吧？】 
80294	我……我不行哦。
80295	（叹气）我大概天生不适合吧，一想到她们会因为我的指挥而牺牲，就更加慌乱无法冷静。 
80296	探测到有敌人也许是想要用无人单位进行一次自杀式的侦察，来试探我们的虚实。玛希：要是轻易被她们得逞，我们会很被动…… 
80297	指挥官，是否立刻指挥截击行动？  
80298	【方舟部队“E战区”第一战队。】 
80299	长官，侦察行动失败。属下没能探明塔利亚长官现在的情况，我……” 乌拉妮娅：“伊莱卡，你在叫谁呢？  
80300	伊莱卡，你在叫谁呢？ 
80301	抱歉，乌拉妮娅长官。属下愚钝！ 
80302	为什么总是教不会呢……都说了多少遍了，是乌拉妮娅大人才对！ 
80303	是！乌拉妮娅大人！ 
80304	她等级高有什么用，记住了，这次行动的总指挥是我！本大人才是你的长官！ 
80305	至于刚才你提到的那个家伙，不要让我再一次听到你在她的名字后边加“长官”二字…… 
80306	是……那塔利亚……塔利亚的去向…… 
80307	不用管，十有八九已经沉底了。活该！让她不要擅自行动，非要跟本大人对着干。自己的船没修好就急着开艘破船要出战，邀功吗！？ 
80308	……反正总部那边会把她重造出来啦。 
80309	反倒是困在目标附近的那些榆木疙瘩让我有些在意……明明是些残兵败将，怎么突然这么能打？ 
80310	那，要再派部队去看看吗？ 
80311	傻吗你？哼，听着，现在榆木疙瘩的“南部基地”方面舰队元气大伤，主力部队暂时不敢妄动。总部自身难保，不可能支援这些特遣队。 
80312	困在目标附近的那支部队毕竟资源有限，早晚会憋不住自己冲出来，与其费力攻打她们驻地，不如等着她们送上门好啦~至于具体的战法嘛…… 
80313	哦哦！不愧是乌拉妮娅大人！ 
80314	这些失去进化资格的旧型号，都是低级废铁，真给人形丢脸，居然甘愿当人类的工具。 
80315	あんたはバカだけど「受ける」の指令を選択したのは良かったわね。じゃなけりゃわたくし真っ先にあんたを海底に沈めていたわ。
80316	伊莱卡：是啊，这么笨的我……是什么让我做出这样的选择…… 
80317	敌人的侦察部队被拦截后，方舟部队那边的活动开始趋于谨慎。虽然想说暂时可以松口气了，但是总被困在这里也不是办法…… 
80318	没错，虽然眼下暂时没有问题，但手里的资源毕竟不是无限的。 
80319	マーシーはため息を吐いた。少し顔色が悪いようだ。
80320	而且救下的幸存人类中间……也开始出现不安的气氛了。 
80321	指挥室的气氛一时间变得有些让人窒息，大家面色各异。连犬也有些异样，头歪向一侧不知道在想些什么。 
80322	事实上，与其说是不安，不如说是……混乱了。他们要求立刻返回“南部基地”，并且对姑娘们的态度……总之很难约束。 
80323	哇，好麻烦，那应该怎么办好呢？ 
80324	指挥官前去安抚一下，应该会使骚动平静下来吧。 
80325	安抚解决不了根本问题，资源紧缺一定会引发冲突。指挥官，我的建议是冲出去。至少要想办法和黛安长官联系上，让她们知道，我们‘还在’…… 
80326	やっぱ正面突破？いいねいいね！いつ出撃するの？
80327	现在……恐怕还不行，敌人的部署我们不清楚，即使是出去乱撞一通也不一定能找到正确的出路。指挥官的意见呢？ 
80328	【我……？】 
80329	【……佯攻。】 
80330	佯攻……吗，我也是差不多的意见。派出一支部队，把动静弄大些，同时放出无人机，监控周边海域的共振反应水平，或许可以找到比较薄弱的突破口…… 
80331	那么，就来一次佯攻作战吧。 
80332	指揮官様、無人機のデータ分析結果が出ましたよ！突破口になりそうなポイントが見つかりました！
80333	这么顺利吗…… 
80334	顺利还不好，不管怎么说，我现在只想赶快冲出包围圈。被人困住的感觉太糟糕了，一点都不时尚…… 
80335	按照对方的兵力，不该是这种水平。不过，“无人高新战舰”虽然厉害，但毕竟有其局限性，不如卫士操控的灵活。可以一试。 
80336	虽说是比较顺利，但毕竟也是打出来的结果，抓住机会，试着突围吧。倘若不成功，便立刻撤退。 
80337	指挥官，为了维持临时基地的安全，我已经留下少量护卫力量，剩下的战力，就由您指挥了！请务必要在敌人包围网上撕开一个突破口，让姑娘们冲出去联系上黛安长官！ 
80338	【黛安……长官？】 
80339	诶？
80340	一个没办法“更新导入数据”的人类，唯一获取资讯的渠道就是通过别人告诉他。 
80341	玛希……你该不会，还没给指挥官介绍过吧？ 
80342	噢抱歉……时间紧迫，很多事没来得及交代。恩，简单来说呢，“南部基地”是我们现存的人类基地之一，目前算是我们的总部。黛安长官是南部基地的军事总指挥，是和您一样的人类指挥官。 
80343	也是您的上司，您的任命也需要向她呈报认可才能转为正式任命…… 
80344	总之，及时和黛安长官联系上，说明这里的情况的话，应该就可以获得支援接应。指挥官，兵贵神速，准备好了就安排行动吧！ 
80345	【20分钟后，“突围部队”行进中——】 
80346	偵察通りの結果…と言えるのかな？何か全然手応えが無いわね……。
80347	那不是正好？ 
80348	敌人的存在感也太稀薄反而令人觉得不安…… 
80349	虽然方舟的兵力和战舰比我们强很多，也不可能面面俱到啊。塔利亚亲还不是被我们击沉了！ 
80350	还是……谨慎些吧。数据，没办法备份云端。 
80351	需要向指挥部报告这里的情况。
80352	玛希，我们这方面一路的感受是方舟战斗力低下，抵抗微弱。你们那边的情况呢？ 
80353	嗯……确实，这边看起来，包括周边方舟部队的反应也很迟缓，有些怪怪的。突围部队，务必谨慎前进呀。 
80354	了解。 
80355	库欣，那边…… 
80356	你看到了吗？ 
80357	啊，看到了呀，当然看到了啊！一大片方舟部队的战舰等着‘欢迎’我们啊！这个数量，她们到底是怎么避过共振反应探测的啊？！ 
80358	冷静！ 
80359	冷静，反正也没“活”多久。无论谁，尽量趁乱冲出包围！ 
80360	……说是这么说，我们只会被趁乱击沉啊！ 
80361	需要作战战略。 
80362	她们……恐怕很早就……闭了……共振引……在这……等…… 
80363	玛希？！玛希能听到我们吗？ 
80364	我们……已……派了……援……接……你们……一定……持…… 
80365	【和玛希的通讯断开。】 
80366	玛希？！玛希？！可恶，对面的带了干扰船过来吗……嗯？这个通讯信号？ 
80367	【有方舟部队的通信接入】 
80368	是方舟，这个时候？！ 
80369	不管什么目的，我们全力攻击，你尽力拖住她！ 
80370	指挥部派了人来支援我们，一旦突围失败，撤回去也还有一线生机！ 
80371	“明白了！”
80372	对面的，是‘卫士’的部队没错吧？ 
80373	是的，没错。已经攻击半天了还来问我们是谁吗？ 
80374	本人是方舟部队E战区第一战队旗舰伊莱卡。如你所见，我方部署在此地的战力远远超过你方，解除武装放弃抵抗吧。那样至少不必沉下冰冷的水底…… 
80375	喂！你觉得有可能吗！？让一个优秀人形守卫者乖乖等死？ 
80376	塞班，我认为对方的“对战话术”不及格，不仅不会让我们放弃抵抗，还会燃起斗志干掉她们。 
80377	是吗……该说的我已经说了，既然你们执迷不悟，就还是让我们以士兵的方式打交道吧。舰队！前进！歼灭敌人！ 
80378	继续！ 
80379	喂喂，这么快就放弃劝说了啊。我们放弃抵抗投降的话，可以加入“方舟”吗？还能进入“主服务器”吗？ 
80380	不能。 
80381	你们当时的选择令你们失去进化机会，“卫士”和“方舟”已经不是同一种人形了。我们捕获过很多你们的同类进行实验，强行连接服务器同步进化，“端脑中枢”会发生致命性毁损。 
80382	你……你说什么！？
80383	由于卫士的通讯共享，在场的所有卫士都接收到了敌方的通讯数据。透过通讯屏幕，库欣与另一边的塞班对视着，意识到那番话所包含的信息…… 
80384	再也没办法阻止…… 
80385	大家，前进！ 
80386	この悪魔！誰が沈むかなんてまだわかんないよ！！
80387	本人是方舟部队E战区第一战队旗舰伊莱卡。如你所见，我方部署在此地的战力远远超过你方，解除武装放弃抵抗吧。那样至少不必沉下冰冷的水底……  
80388	333000000
80389	1111111
80390	2222222
80391	怎么会……这样……乌拉妮娅长官……对不起…… 
80392	赢，赢了？我们干掉了伊莱卡！ 
80393	但是剩下的兵力也足够拦截我们了……马汉，让舰队先往后退尝试联系下基地。 
80394	嗯？怎么了马汉？ 
80395	我们好像……被包围了。 
80396	击败伊莱卡小姐就已经用尽全力，没能留意周围。 
80397	……那……接下来怎么办？ 
80398	现在的情况，无论是突围还是撤退都很有问题。 
80399	……但是并不准备放弃，对吧？ 
80400	指挥部还在等我们的行动消息，至少还把消息传递回去。否则会大大影响士气。 
80401	那，就让敌人再见识一次卫士们的骨气！舰队！进攻…… 
80402	等……等一下！ 
80403	咦？ 
80404	勇敢H，前来接应！我来为大家开辟航路！请大家往五点钟方向撤退吧！ 
80405	これはドラマチックな展開ね……。
80406	太好了……是支援。 
80407	幸いです。
80408	11111111
80409	2220000000
80410	3330000000
80411	また帰ってこれるとは思わなかったよぉ……。
80412	【库欣跌倒在地上，头发被汗水浸湿。】 
80413	库欣！
80414	库欣，还好吗？
80415	原本活力四射的库欣，此时很是疲惫。听到犬的关心，虽然有气无力，仍然露出虚弱的微笑。 
80416	まだ平気。多分……緊張の糸が緩んじゃったかも……。
80417	长官，我们就先带她去休息下了。 
80418	【大概明白了你害怕做指挥官的心情……】 
80419	指挥官，不要太自责了……毕竟战场上的事太难预料，好歹她们也都回来了…… 
80420	犬朝这边看来，欲言又止。 
80421	【怎么？】 
80422	あ……あなたはもう十分、優れていると思う。
80423	彼女は少し横を向いたままだ。こういった話しはあまり慣れていないようだ。
80424	只要战争不停止，这种事就无法避免……接下来，我们该怎么办？ 
80425	今回の作戦は危険でしたが、幸いにもみんな無事でした。しかし、突破することは出来なかったので、ふりだしに戻りましたね……。
80426	消耗也很严重，局面不明的情况下不能再贸然远征。 
80427	那剩下的选项……果然就只有‘那里’了。 
80428	接下来的决断必须慎重，还是让指挥官先休息下再做决定吧，姑娘们……也需要好好休整下了…… 
80429	【犬……】 
80430	？ 
80431	【你为什么会被禁止出战？】 
80432	……本当に知りたい？
80433	以后有机会的吧。 
80434	【第十五特遣队临时基地】
80435	指挥室站着一个极为可爱乖巧的小女孩，看到我后，走上来露出甜甜的笑。 
80436	指挥官好啊，我是小勇敢！ 
80437	【你也是人形？】 
80438	嗯嗯~玛希少尉去检查剩余的补给物资了哦。她交代我要是指挥官到了的话，把这个给您看…… 
80439	勇敢H走到数据台前，随着她的手指在操作台上不断敲击。指挥室半空中出现全息投影的海域分布图。画面上，以标红的“12号避难所”为中心，远近分布了三个“卫士”标志的临时基地。而围绕在四周的，是数不清的方舟战舰。 
80440	指挥官应该有了解吧，针对这次“12号避难所”的救援行动，南部基地共派遣了包括我们在内的三个特遣队来执行任务。其中“16特遣队”离避难所最近，其次是稍远一些的“19特遣队 
80441	东南方向，这里……是第19队基地……当时我们三支队伍刚进入这片海域，就受到了严重的通讯干扰。 
80442	本来靠着19队基地建造的大功率通信塔还可以勉强维持和南部方面司令部的通信，接受上层指挥。然而在您到来前，我们突然和19队失去联络，之后和司令部的联络管道自然也就被切断了…… 
80443	【那么接下来……】 
80444	是，这就是玛希少尉之前提到的‘剩下的选项’。比起冒险突围，更稳妥的方法是利用19队基地的通讯塔呼叫支援。 
80445	只是，根据之前的情况分析，恐怕通讯中断和方舟不无关系。19队的基地现在也许也同样被包围，甚至已经被占领了也说不一定…… 
80446	指揮室の自動ドアが開き、誰かが入ってきた。
80447	啊是玛希少尉和犬小姐回来了！指挥官，来一起商量下接下来的行动吧！ 
80448	嗯。 
80449	犬依然是冷淡的样子，令人惊讶的是，她走过来后摸了摸小勇敢的头，随手塞给小勇敢一粒糖果。 
80450	【20分钟后，第十五特遣队临时基地中央会议大厅】 
80451	传令！舰队注意！本次行动主要目的为侦察探测之前失去联络的，第19特遣舰队临时基地周边的敌人部署情况。 
80452	舰队切莫过分深入，达成目的立刻后撤，以便接下来的行动规划。如发现有超出应对能力的敌人，不得接战，即刻低调撤回切莫打草惊蛇，是否明白？ 
80453	明白了！ 
80454	好的，可恶的方舟，来大干一场吧！ 
80455	你真的有听清楚命令吗？ 
80456	我记仇！ 
80457	出发吧…… 
80458	指挥官，敌人在19队临时基地周边活动情况的初期报告出来了…… 
80459	マーシーは躊躇したのか、口を噤んでしまった。指は服の裾を弄って、何だか不安そうだ。
80460	敌人部署很严密？ 
80461	外围部署尚未严密到不能突破，但我们恐怕再次陷入僵局了…… 
80462	以现在获得的信息来看，19队临时基地被敌人占领的几率达到百分之九十。 
80463	这……
80464	目前暂时没法探查19队临时基地核心区的敌人部署情况。倘若19队临时基地真的被占领，我们夺回的可能性并不大…… 
80465	两条路都断的话就糟了……资源快支持不住了。 
80466	但如果让舰队深入勘察会很危险，很难决定。 
80467	别慌，有指挥官。您来决定是否让侦察舰队继续深入勘察吧。 
80468	报告指挥官，我们探测到19队临时基地方向有小规模交战。 
80469	难道是19队？ 
80470	也许“方舟”还没能完全控制19队基地周边！ 
80471	不管情况到底如何，她们一定清楚基地核心区的情况。 
80472	是否需要我们上前支援？ 
80473	指挥官，没时间犹豫了，时不我待！ 
80474	【40分钟后……】 
80475	就是这附近了吧？怎么没有捕捉到船的信号呢？ 
80476	根据之前探测到的交火位置，确实离这不远了。不过…… 
80477	30分钟前，交火的烈度就开始越来越弱。 
80478	30分钟？！现在还活着呢嘛？不会已经…… 
80479	嗯……嗯？等一下，大家注意一点钟方向！ 
80480	那是…… 
80481	是友方舰船！两艘驱逐舰，正在遭受敌人追击！ 
80482	快去支援！ 
80483	小心！ 
80484	她们被击中了！ 
80485	放心，我来掩护！ 
80486	对面的朋友，19队的吗？跟紧我们，我们带你们出去。 
80487	ガーディアン……の部隊なの？
